location,population,date,HighestInfectionCount,PercentPopulationInfected
Netherlands,17134873,2020-06-08,47945,0.2800
Netherlands,17134873,2020-06-09,48109,0.2800
Netherlands,17134873,2020-06-10,48294,0.2800
Netherlands,17134873,2020-06-11,48458,0.2800
Netherlands,17134873,2020-06-12,48668,0.2800
Liechtenstein,38137,2020-08-27,105,0.2800
Liechtenstein,38137,2020-08-28,106,0.2800
Liechtenstein,38137,2020-08-29,107,0.2800
Liechtenstein,38137,2020-08-30,107,0.2800
Liechtenstein,38137,2020-08-31,107,0.2800
Liechtenstein,38137,2020-09-01,107,0.2800
Liechtenstein,38137,2020-09-02,107,0.2800
Liechtenstein,38137,2020-09-03,107,0.2800
Liechtenstein,38137,2020-09-04,107,0.2800
Liechtenstein,38137,2020-09-05,107,0.2800
Liechtenstein,38137,2020-09-06,107,0.2800
Liechtenstein,38137,2020-09-07,107,0.2800
Liechtenstein,38137,2020-09-08,107,0.2800
Liechtenstein,38137,2020-09-09,108,0.2800
Lithuania,2722291,2020-10-18,7511,0.2800
Lithuania,2722291,2020-10-19,7718,0.2800
Malaysia,32365998,2020-12-17,89133,0.2800
Malaysia,32365998,2020-12-18,90816,0.2800
Malaysia,32365998,2020-12-19,91969,0.2800
Maldives,540542,2020-05-28,1513,0.2800
Malta,441539,2020-08-13,1245,0.2800
Kenya,53771300,2021-04-14,148128,0.2800
Kenya,53771300,2021-04-15,149219,0.2800
Kenya,53771300,2021-04-16,150260,0.2800
Kenya,53771300,2021-04-17,151287,0.2800
Kenya,53771300,2021-04-18,151653,0.2800
Kenya,53771300,2021-04-19,151894,0.2800
Kenya,53771300,2021-04-20,152523,0.2800
Kosovo,1932774,2020-07-16,5369,0.2800
Kosovo,1932774,2020-07-17,5472,0.2800
Kuwait,4270563,2020-05-14,11975,0.2800
Lebanon,6825442,2020-09-03,18963,0.2800
Lesotho,2142252,2021-01-10,5937,0.2800
Lesotho,2142252,2021-01-11,5937,0.2800
Lesotho,2142252,2021-01-12,5937,0.2800
Libya,6871287,2020-09-08,19583,0.2800
Gabon,2225728,2020-07-15,6121,0.2800
Gabon,2225728,2020-07-16,6121,0.2800
Gabon,2225728,2020-07-17,6315,0.2800
Gabon,2225728,2020-07-18,6315,0.2800
Gabon,2225728,2020-07-19,6315,0.2800
Georgia,3989175,2020-10-10,11271,0.2800
Germany,83783945,2020-08-20,231292,0.2800
Germany,83783945,2020-08-21,233029,0.2800
Germany,83783945,2020-08-22,233861,0.2800
Germany,83783945,2020-08-23,234494,0.2800
Germany,83783945,2020-08-24,236122,0.2800
Germany,83783945,2020-08-25,237583,0.2800
Ghana,31072945,2021-03-06,86092,0.2800
Ghana,31072945,2021-03-07,86465,0.2800
Ghana,31072945,2021-03-08,86465,0.2800
Ghana,31072945,2021-03-09,86737,0.2800
Ghana,31072945,2021-03-10,86737,0.2800
Ghana,31072945,2021-03-11,86737,0.2800
Ghana,31072945,2021-03-12,86737,0.2800
Ghana,31072945,2021-03-13,87480,0.2800
Ghana,31072945,2021-03-14,87762,0.2800
Ghana,31072945,2021-03-15,87985,0.2800
Ghana,31072945,2021-03-16,88228,0.2800
Ghana,31072945,2021-03-17,88421,0.2800
Ghana,31072945,2021-03-18,88421,0.2800
Greece,10423056,2020-10-23,29057,0.2800
Guatemala,17915567,2020-07-31,49789,0.2800
Guatemala,17915567,2020-08-01,50979,0.2800
Iraq,40222503,2020-07-27,112585,0.2800
Ireland,4937796,2020-04-17,13980,0.2800
Israel,8655541,2020-06-28,23895,0.2800
Israel,8655541,2020-06-29,24652,0.2800
Italy,60461828,2020-04-16,168941,0.2800
Jamaica,2961161,2020-10-17,8195,0.2800
Jamaica,2961161,2020-10-18,8274,0.2800
Jamaica,2961161,2020-10-19,8321,0.2800
Jamaica,2961161,2020-10-20,8374,0.2800
Japan,126476458,2021-01-21,352129,0.2800
Japan,126476458,2021-01-22,357174,0.2800
Jordan,10203140,2020-10-13,28127,0.2800
Mauritania,4649660,2020-12-23,12944,0.2800
Mauritania,4649660,2020-12-24,13118,0.2800
Mexico,128932753,2020-07-21,356255,0.2800
Mexico,128932753,2020-07-22,362274,0.2800
Moldova,4033963,2020-06-13,11459,0.2800
Monaco,39244,2020-07-05,108,0.2800
Monaco,39244,2020-07-06,108,0.2800
Monaco,39244,2020-07-07,108,0.2800
Monaco,39244,2020-07-08,108,0.2800
Monaco,39244,2020-07-09,108,0.2800
Monaco,39244,2020-07-10,108,0.2800
Monaco,39244,2020-07-11,109,0.2800
Monaco,39244,2020-07-12,109,0.2800
Monaco,39244,2020-07-13,109,0.2800
Monaco,39244,2020-07-14,109,0.2800
Monaco,39244,2020-07-15,109,0.2800
Monaco,39244,2020-07-16,109,0.2800
Monaco,39244,2020-07-17,109,0.2800
Monaco,39244,2020-07-18,109,0.2800
Monaco,39244,2020-07-19,109,0.2800
Monaco,39244,2020-07-20,109,0.2800
Monaco,39244,2020-07-21,111,0.2800
Morocco,36910558,2020-09-20,101743,0.2800
Morocco,36910558,2020-09-21,103119,0.2800
"Sao Tome and Principe",219161,2020-06-10,611,0.2800
"Saudi Arabia",34813867,2020-06-05,95748,0.2800
"Saudi Arabia",34813867,2020-06-06,98869,0.2800
Serbia,6804596,2020-07-14,18983,0.2800
Serbia,6804596,2020-07-15,19334,0.2800
Spain,46754783,2020-04-05,131646,0.2800
"Sri Lanka",21413250,2021-01-25,59167,0.2800
"Sri Lanka",21413250,2021-01-26,59922,0.2800
"Sri Lanka",21413250,2021-01-27,60694,0.2800
Suriname,586634,2020-07-31,1650,0.2800
Sweden,10099270,2020-05-12,28055,0.2800
Sweden,10099270,2020-05-13,28755,0.2800
Switzerland,8654618,2020-04-09,24051,0.2800
Switzerland,8654618,2020-04-10,24551,0.2800
Zambia,18383956,2021-01-29,51624,0.2800
Singapore,5850343,2020-04-30,16169,0.2800
Slovenia,2078932,2020-10-01,5865,0.2800
"South Africa",59308690,2020-07-02,168061,0.2800
"North Macedonia",2083380,2020-06-26,5758,0.2800
"North Macedonia",2083380,2020-06-27,5906,0.2800
Norway,5421242,2020-10-07,15013,0.2800
Norway,5421242,2020-10-08,15221,0.2800
Norway,5421242,2020-10-09,15388,0.2800
Oman,5106622,2020-06-04,14316,0.2800
Pakistan,220892331,2021-03-15,609964,0.2800
Pakistan,220892331,2021-03-16,612315,0.2800
Pakistan,220892331,2021-03-17,615810,0.2800
Pakistan,220892331,2021-03-18,619259,0.2800
Pakistan,220892331,2021-03-19,623135,0.2800
Pakistan,220892331,2021-03-20,626802,0.2800
Palestine,5101416,2020-08-09,14208,0.2800
Palestine,5101416,2020-08-10,14510,0.2800
Panama,4314768,2020-05-28,12131,0.2800
Paraguay,7132530,2020-09-03,19959,0.2800
Peru,32971846,2020-05-17,92273,0.2800
Philippines,109581085,2020-09-27,304226,0.2800
Philippines,109581085,2020-09-28,307288,0.2800
Philippines,109581085,2020-09-29,309303,0.2800
Philippines,109581085,2020-09-30,311694,0.2800
Poland,37846605,2020-10-06,104316,0.2800
Poland,37846605,2020-10-07,107319,0.2800
Portugal,10196707,2020-05-13,28132,0.2800
Portugal,10196707,2020-05-14,28319,0.2800
Portugal,10196707,2020-05-15,28583,0.2800
Portugal,10196707,2020-05-16,28810,0.2800
Portugal,10196707,2020-05-17,29036,0.2800
Romania,19237682,2020-08-02,53186,0.2800
Romania,19237682,2020-08-03,54009,0.2800
Russia,145934460,2020-05-31,405843,0.2800
Russia,145934460,2020-06-01,414328,0.2800
"Trinidad and Tobago",1399491,2020-09-19,3853,0.2800
"Trinidad and Tobago",1399491,2020-09-20,3901,0.2800
"Trinidad and Tobago",1399491,2020-09-21,3945,0.2800
Tunisia,11818618,2020-10-11,32556,0.2800
Tunisia,11818618,2020-10-12,32556,0.2800
Tunisia,11818618,2020-10-13,32556,0.2800
Turkey,84339067,2020-08-02,232856,0.2800
Turkey,84339067,2020-08-03,233851,0.2800
Turkey,84339067,2020-08-04,234934,0.2800
Turkey,84339067,2020-08-05,236112,0.2800
Turkey,84339067,2020-08-06,237265,0.2800
Turkey,84339067,2020-08-07,238450,0.2800
Turkey,84339067,2020-08-08,239622,0.2800
Ukraine,43733759,2020-08-30,121930,0.2800
Ukraine,43733759,2020-08-31,124132,0.2800
"United Arab Emirates",9890400,2020-05-22,27892,0.2800
"United Kingdom",67886004,2020-05-02,186731,0.2800
"United Kingdom",67886004,2020-05-03,189708,0.2800
"United Kingdom",67886004,2020-05-04,193091,0.2800
"United States",331002647,2020-04-24,920185,0.2800
Uruguay,3473727,2020-12-13,9708,0.2800
Venezuela,28435943,2020-10-04,78434,0.2800
Venezuela,28435943,2020-10-05,79117,0.2800
Venezuela,28435943,2020-10-06,79796,0.2800
Venezuela,28435943,2020-10-07,80404,0.2800
Venezuela,28435943,2020-10-08,81019,0.2800
Canada,37742157,2020-06-24,104087,0.2800
Canada,37742157,2020-06-25,104463,0.2800
Canada,37742157,2020-06-26,104629,0.2800
Canada,37742157,2020-06-27,104878,0.2800
Canada,37742157,2020-06-28,105193,0.2800
Canada,37742157,2020-06-29,105830,0.2800
Canada,37742157,2020-06-30,106097,0.2800
Canada,37742157,2020-07-01,106288,0.2800
Canada,37742157,2020-07-02,106643,0.2800
Canada,37742157,2020-07-03,106962,0.2800
Canada,37742157,2020-07-04,107185,0.2800
Canada,37742157,2020-07-05,107394,0.2800
"Cape Verde",555988,2020-07-08,1542,0.2800
"Cape Verde",555988,2020-07-09,1552,0.2800
Czechia,10708982,2020-09-08,29877,0.2800
Denmark,5792203,2020-08-16,16003,0.2800
Denmark,5792203,2020-08-17,16127,0.2800
Denmark,5792203,2020-08-18,16246,0.2800
Denmark,5792203,2020-08-19,16336,0.2800
Denmark,5792203,2020-08-20,16453,0.2800
"Dominican Republic",10847904,2020-06-27,30619,0.2800
Ecuador,17643060,2020-06-18,49097,0.2800
Ecuador,17643060,2020-06-19,49731,0.2800
Ecuador,17643060,2020-06-20,49731,0.2800
Belize,397621,2020-09-02,1101,0.2800
Belize,397621,2020-09-03,1101,0.2800
Bolivia,11673029,2020-06-29,32125,0.2800
Bolivia,11673029,2020-06-30,33219,0.2800
"Bosnia and Herzegovina",3280815,2020-07-22,9115,0.2800
Botswana,2351625,2020-10-29,6642,0.2800
Botswana,2351625,2020-10-30,6642,0.2800
Botswana,2351625,2020-10-31,6642,0.2800
Botswana,2351625,2020-11-01,6642,0.2800
Botswana,2351625,2020-11-02,6642,0.2800
Botswana,2351625,2020-11-03,6642,0.2800
Botswana,2351625,2020-11-04,6642,0.2800
Bulgaria,6948445,2020-09-22,19123,0.2800
Bulgaria,6948445,2020-09-23,19283,0.2800
Bulgaria,6948445,2020-09-24,19573,0.2800
Colombia,50882884,2020-07-10,140776,0.2800
Comoros,869595,2021-01-26,2425,0.2800
Croatia,4105268,2020-09-04,11428,0.2800
Cuba,11326616,2021-02-05,31190,0.2800
Cuba,11326616,2021-02-06,32011,0.2800
Albania,2877800,2020-08-20,7967,0.2800
Albania,2877800,2020-08-21,8119,0.2800
Algeria,43851043,2021-04-24,120736,0.2800
Algeria,43851043,2021-04-25,120922,0.2800
Algeria,43851043,2021-04-26,121112,0.2800
Algeria,43851043,2021-04-27,121344,0.2800
Algeria,43851043,2021-04-28,121580,0.2800
Algeria,43851043,2021-04-29,121866,0.2800
Algeria,43851043,2021-04-30,122108,0.2800
"Antigua and Barbuda",97928,2021-02-05,277,0.2800
Argentina,45195777,2020-07-19,126755,0.2800
Armenia,2963234,2020-05-28,8216,0.2800
Austria,9006400,2020-08-22,25062,0.2800
Austria,9006400,2020-08-23,25253,0.2800
Austria,9006400,2020-08-24,25495,0.2800
Azerbaijan,10139175,2020-07-20,27890,0.2800
Azerbaijan,10139175,2020-07-21,28242,0.2800
Azerbaijan,10139175,2020-07-22,28633,0.2800
Bahamas,393248,2020-08-13,1089,0.2800
Bahamas,393248,2020-08-14,1119,0.2800
Bahrain,1701583,2020-05-09,4774,0.2800
Bangladesh,164689383,2020-11-25,454146,0.2800
Bangladesh,164689383,2020-11-26,456438,0.2800
Bangladesh,164689383,2020-11-27,458711,0.2800
Bangladesh,164689383,2020-11-28,460619,0.2800
Bangladesh,164689383,2020-11-29,462407,0.2800
Bangladesh,164689383,2020-11-30,464932,0.2800
Bangladesh,164689383,2020-12-01,467225,0.2800
Barbados,287371,2021-01-09,808,0.2800
Belarus,9449321,2020-05-14,26772,0.2800
"El Salvador",6486201,2020-08-03,17843,0.2800
"El Salvador",6486201,2020-08-04,18262,0.2800
Estonia,1326539,2020-10-06,3659,0.2800
Estonia,1326539,2020-10-07,3715,0.2800
Estonia,1326539,2020-10-08,3760,0.2800
Eswatini,1160164,2020-08-09,3236,0.2800
Finland,5540718,2020-10-28,15378,0.2800
Finland,5540718,2020-10-29,15566,0.2800
France,68147687,2020-05-28,188355,0.2800
France,68147687,2020-05-29,188949,0.2800
France,68147687,2020-05-30,190744,0.2800
France,68147687,2020-05-31,190975,0.2800
France,68147687,2020-06-01,191382,0.2800
France,68147687,2020-06-02,190735,0.2800
France,68147687,2020-06-03,187509,0.2800
France,68147687,2020-06-04,191869,0.2800
France,68147687,2020-06-05,192450,0.2800
France,68147687,2020-06-06,193022,0.2800
France,68147687,2020-06-07,193363,0.2800
France,68147687,2020-06-08,193637,0.2800
France,68147687,2020-06-09,194190,0.2800
"El Salvador",6486201,2020-08-02,17448,0.2700
Estonia,1326539,2020-10-03,3577,0.2700
Estonia,1326539,2020-10-04,3607,0.2700
Estonia,1326539,2020-10-05,3617,0.2700
Eswatini,1160164,2020-08-08,3128,0.2700
Finland,5540718,2020-10-25,14848,0.2700
Finland,5540718,2020-10-26,14970,0.2700
Finland,5540718,2020-10-27,15163,0.2700
France,68147687,2020-05-14,180635,0.2700
France,68147687,2020-05-15,181148,0.2700
France,68147687,2020-05-16,181563,0.2700
France,68147687,2020-05-17,181703,0.2700
France,68147687,2020-05-18,182147,0.2700
France,68147687,2020-05-19,182648,0.2700
France,68147687,2020-05-20,183130,0.2700
France,68147687,2020-05-21,183397,0.2700
France,68147687,2020-05-22,184153,0.2700
France,68147687,2020-05-23,184699,0.2700
France,68147687,2020-05-24,184260,0.2700
France,68147687,2020-05-25,184585,0.2700
France,68147687,2020-05-26,184840,0.2700
France,68147687,2020-05-27,185012,0.2700
Bolivia,11673029,2020-06-28,31524,0.2700
"Bosnia and Herzegovina",3280815,2020-07-21,8787,0.2700
Botswana,2351625,2020-10-26,6283,0.2700
Botswana,2351625,2020-10-27,6283,0.2700
Botswana,2351625,2020-10-28,6283,0.2700
Brazil,212559409,2020-06-03,584016,0.2700
Bulgaria,6948445,2020-09-17,18544,0.2700
Bulgaria,6948445,2020-09-18,18733,0.2700
Bulgaria,6948445,2020-09-19,18819,0.2700
Bulgaria,6948445,2020-09-20,18863,0.2700
Bulgaria,6948445,2020-09-21,19014,0.2700
Cameroon,26545864,2021-04-29,72250,0.2700
Cameroon,26545864,2021-04-30,72250,0.2700
Canada,37742157,2020-06-13,100043,0.2700
Canada,37742157,2020-06-14,100404,0.2700
Canada,37742157,2020-06-15,100763,0.2700
Canada,37742157,2020-06-16,101087,0.2700
Canada,37742157,2020-06-17,101491,0.2700
Canada,37742157,2020-06-18,101877,0.2700
Canada,37742157,2020-06-19,102314,0.2700
Canada,37742157,2020-06-20,102762,0.2700
Canada,37742157,2020-06-21,103078,0.2700
Canada,37742157,2020-06-22,103418,0.2700
Canada,37742157,2020-06-23,103767,0.2700
"Cape Verde",555988,2020-07-07,1499,0.2700
Chile,19116209,2020-05-17,52369,0.2700
Czechia,10708982,2020-09-07,28716,0.2700
Denmark,5792203,2020-08-12,15423,0.2700
Denmark,5792203,2020-08-13,15590,0.2700
Denmark,5792203,2020-08-14,15758,0.2700
Denmark,5792203,2020-08-15,15867,0.2700
Djibouti,988002,2020-05-27,2697,0.2700
"Dominican Republic",10847904,2020-06-25,29141,0.2700
"Dominican Republic",10847904,2020-06-26,29764,0.2700
Ecuador,17643060,2020-06-15,47322,0.2700
Ecuador,17643060,2020-06-16,47943,0.2700
Ecuador,17643060,2020-06-17,48490,0.2700
Austria,9006400,2020-08-19,24084,0.2700
Austria,9006400,2020-08-20,24431,0.2700
Austria,9006400,2020-08-21,24762,0.2700
Azerbaijan,10139175,2020-07-18,27133,0.2700
Azerbaijan,10139175,2020-07-19,27521,0.2700
Bangladesh,164689383,2020-11-17,436684,0.2700
Bangladesh,164689383,2020-11-18,438795,0.2700
Bangladesh,164689383,2020-11-19,441159,0.2700
Bangladesh,164689383,2020-11-20,443434,0.2700
Bangladesh,164689383,2020-11-21,445281,0.2700
Bangladesh,164689383,2020-11-22,447341,0.2700
Bangladesh,164689383,2020-11-23,449760,0.2700
Bangladesh,164689383,2020-11-24,451990,0.2700
Barbados,287371,2021-01-08,780,0.2700
Belarus,9449321,2020-05-13,25825,0.2700
Belgium,11589616,2020-04-14,31119,0.2700
Comoros,869595,2021-01-25,2350,0.2700
"Costa Rica",5094114,2020-07-24,13669,0.2700
Croatia,4105268,2020-09-03,11094,0.2700
Cuba,11326616,2021-02-04,30345,0.2700
Cyprus,875899,2020-10-16,2379,0.2700
Albania,2877800,2020-08-18,7654,0.2700
Albania,2877800,2020-08-19,7812,0.2700
Algeria,43851043,2021-03-22,116255,0.2700
Algeria,43851043,2021-03-23,116349,0.2700
Algeria,43851043,2021-03-24,116438,0.2700
Algeria,43851043,2021-03-25,116543,0.2700
Algeria,43851043,2021-03-26,116657,0.2700
Algeria,43851043,2021-03-27,116750,0.2700
Algeria,43851043,2021-03-28,116836,0.2700
Algeria,43851043,2021-03-29,116946,0.2700
Algeria,43851043,2021-03-30,117061,0.2700
Algeria,43851043,2021-03-31,117192,0.2700
Algeria,43851043,2021-04-01,117304,0.2700
Algeria,43851043,2021-04-02,117429,0.2700
Algeria,43851043,2021-04-03,117524,0.2700
Algeria,43851043,2021-04-04,117622,0.2700
Algeria,43851043,2021-04-05,117739,0.2700
Algeria,43851043,2021-04-06,117879,0.2700
Algeria,43851043,2021-04-07,118004,0.2700
Algeria,43851043,2021-04-08,118116,0.2700
Algeria,43851043,2021-04-09,118251,0.2700
Algeria,43851043,2021-04-10,118378,0.2700
Algeria,43851043,2021-04-11,118516,0.2700
Algeria,43851043,2021-04-12,118645,0.2700
Algeria,43851043,2021-04-13,118799,0.2700
Algeria,43851043,2021-04-14,118975,0.2700
Algeria,43851043,2021-04-15,119142,0.2700
Algeria,43851043,2021-04-16,119323,0.2700
Algeria,43851043,2021-04-17,119486,0.2700
Algeria,43851043,2021-04-18,119642,0.2700
Algeria,43851043,2021-04-19,119805,0.2700
Algeria,43851043,2021-04-20,119992,0.2700
Algeria,43851043,2021-04-21,120174,0.2700
Algeria,43851043,2021-04-22,120363,0.2700
Algeria,43851043,2021-04-23,120562,0.2700
"Antigua and Barbuda",97928,2021-02-04,268,0.2700
Argentina,45195777,2020-07-18,122524,0.2700
Mauritania,4649660,2020-12-20,12418,0.2700
Mauritania,4649660,2020-12-21,12567,0.2700
Mauritania,4649660,2020-12-22,12745,0.2700
Mexico,128932753,2020-07-19,344224,0.2700
Mexico,128932753,2020-07-20,349396,0.2700
Moldova,4033963,2020-06-11,10727,0.2700
Moldova,4033963,2020-06-12,11093,0.2700
Monaco,39244,2020-07-02,106,0.2700
Monaco,39244,2020-07-03,106,0.2700
Monaco,39244,2020-07-04,106,0.2700
Mongolia,3278292,2021-03-31,8841,0.2700
Mongolia,3278292,2021-04-01,8841,0.2700
Morocco,36910558,2020-09-19,99816,0.2700
Liechtenstein,38137,2020-08-25,102,0.2700
Liechtenstein,38137,2020-08-26,102,0.2700
Lithuania,2722291,2020-10-17,7258,0.2700
Malaysia,32365998,2020-12-15,86618,0.2700
Malaysia,32365998,2020-12-16,87913,0.2700
Maldives,540542,2020-05-26,1438,0.2700
Maldives,540542,2020-05-27,1457,0.2700
Malta,441539,2020-08-12,1190,0.2700
Guyana,786559,2020-09-18,2102,0.2700
Honduras,9904608,2020-07-09,26384,0.2700
Honduras,9904608,2020-07-10,27053,0.2700
Hungary,9660350,2020-09-30,26461,0.2700
India,1380004385,2020-08-31,3691166,0.2700
India,1380004385,2020-09-01,3769523,0.2700
Indonesia,273523621,2020-12-29,727122,0.2700
Indonesia,273523621,2020-12-30,735124,0.2700
Indonesia,273523621,2020-12-31,743198,0.2700
Indonesia,273523621,2021-01-01,751270,0.2700
Iran,83992953,2020-06-28,222669,0.2700
Iran,83992953,2020-06-29,225205,0.2700
Iran,83992953,2020-06-30,227662,0.2700
Iran,83992953,2020-07-01,230211,0.2700
Namibia,2540916,2020-08-28,6906,0.2700
Nepal,29136808,2020-09-30,77817,0.2700
Nepal,29136808,2020-10-01,79728,0.2700
Netherlands,17134873,2020-05-24,45437,0.2700
Netherlands,17134873,2020-05-25,45647,0.2700
Netherlands,17134873,2020-05-26,45780,0.2700
Netherlands,17134873,2020-05-27,45970,0.2700
Netherlands,17134873,2020-05-28,46152,0.2700
Netherlands,17134873,2020-05-29,46328,0.2700
Netherlands,17134873,2020-05-30,46460,0.2700
Netherlands,17134873,2020-05-31,46645,0.2700
Netherlands,17134873,2020-06-01,46749,0.2700
Netherlands,17134873,2020-06-02,46852,0.2700
Netherlands,17134873,2020-06-03,46939,0.2700
Iraq,40222503,2020-07-25,107573,0.2700
Iraq,40222503,2020-07-26,110032,0.2700
Ireland,4937796,2020-04-16,13271,0.2700
Israel,8655541,2020-06-26,23112,0.2700
Israel,8655541,2020-06-27,23510,0.2700
Italy,60461828,2020-04-14,162488,0.2700
Italy,60461828,2020-04-15,165155,0.2700
Jamaica,2961161,2020-10-13,7910,0.2700
Jamaica,2961161,2020-10-14,7989,0.2700
Jamaica,2961161,2020-10-15,8067,0.2700
Jamaica,2961161,2020-10-16,8132,0.2700
Japan,126476458,2021-01-18,335605,0.2700
Japan,126476458,2021-01-19,340989,0.2700
Japan,126476458,2021-01-20,346508,0.2700
Kazakhstan,18776707,2020-07-07,51059,0.2700
Kazakhstan,18776707,2020-07-08,51059,0.2700
Kenya,53771300,2021-04-08,143063,0.2700
Kenya,53771300,2021-04-09,144154,0.2700
Kenya,53771300,2021-04-10,145184,0.2700
Kenya,53771300,2021-04-11,145670,0.2700
Kenya,53771300,2021-04-12,146156,0.2700
Kenya,53771300,2021-04-13,147147,0.2700
Kosovo,1932774,2020-07-15,5237,0.2700
Latvia,1886202,2020-10-28,5144,0.2700
Lebanon,6825442,2020-09-02,18375,0.2700
Libya,6871287,2020-09-07,18834,0.2700
Gabon,2225728,2020-07-10,5942,0.2700
Gabon,2225728,2020-07-11,5942,0.2700
Gabon,2225728,2020-07-12,5942,0.2700
Gabon,2225728,2020-07-13,6026,0.2700
Gabon,2225728,2020-07-14,6026,0.2700
Georgia,3989175,2020-10-09,10752,0.2700
Germany,83783945,2020-08-13,222281,0.2700
Germany,83783945,2020-08-14,223791,0.2700
Germany,83783945,2020-08-15,224488,0.2700
Germany,83783945,2020-08-16,225007,0.2700
Germany,83783945,2020-08-17,226700,0.2700
Germany,83783945,2020-08-18,228120,0.2700
Germany,83783945,2020-08-19,229706,0.2700
Ghana,31072945,2021-02-26,82586,0.2700
Ghana,31072945,2021-02-27,82586,0.2700
Ghana,31072945,2021-02-28,84023,0.2700
Ghana,31072945,2021-03-01,84023,0.2700
Ghana,31072945,2021-03-02,84023,0.2700
Ghana,31072945,2021-03-03,84349,0.2700
Ghana,31072945,2021-03-04,85239,0.2700
Ghana,31072945,2021-03-05,85239,0.2700
Greece,10423056,2020-10-22,28216,0.2700
Guatemala,17915567,2020-07-29,47605,0.2700
Guatemala,17915567,2020-07-30,48826,0.2700
Ukraine,43733759,2020-08-28,117172,0.2700
Ukraine,43733759,2020-08-29,119751,0.2700
"United Arab Emirates",9890400,2020-05-21,26898,0.2700
"United Kingdom",67886004,2020-05-01,183501,0.2700
"United States",331002647,2020-04-23,887858,0.2700
Uzbekistan,33469199,2021-04-25,89027,0.2700
Uzbekistan,33469199,2021-04-26,89355,0.2700
Uzbekistan,33469199,2021-04-27,89630,0.2700
Uzbekistan,33469199,2021-04-28,90008,0.2700
Uzbekistan,33469199,2021-04-29,90406,0.2700
Uzbekistan,33469199,2021-04-30,90808,0.2700
Venezuela,28435943,2020-10-01,76029,0.2700
Venezuela,28435943,2020-10-02,76820,0.2700
Venezuela,28435943,2020-10-03,77646,0.2700
Singapore,5850343,2020-04-29,15641,0.2700
