location,population,date,HighestInfectionCount,PercentPopulationInfected
Venezuela,28435943,2020-06-26,4779,0.0200
Venezuela,28435943,2020-06-27,5130,0.0200
Venezuela,28435943,2020-06-28,5297,0.0200
Venezuela,28435943,2020-06-29,5530,0.0200
Venezuela,28435943,2020-06-30,5832,0.0200
Venezuela,28435943,2020-07-01,6062,0.0200
Venezuela,28435943,2020-07-02,6273,0.0200
Venezuela,28435943,2020-07-03,6537,0.0200
Venezuela,28435943,2020-07-04,6750,0.0200
"South Sudan",11193729,2020-09-20,2642,0.0200
"South Sudan",11193729,2020-09-21,2649,0.0200
"South Sudan",11193729,2020-09-22,2660,0.0200
"South Sudan",11193729,2020-09-23,2664,0.0200
"South Sudan",11193729,2020-09-24,2669,0.0200
"South Sudan",11193729,2020-09-25,2676,0.0200
"South Sudan",11193729,2020-09-26,2676,0.0200
"South Sudan",11193729,2020-09-27,2686,0.0200
"South Sudan",11193729,2020-09-28,2692,0.0200
"South Sudan",11193729,2020-09-29,2700,0.0200
"South Sudan",11193729,2020-09-30,2704,0.0200
"South Sudan",11193729,2020-10-01,2704,0.0200
"South Sudan",11193729,2020-10-02,2715,0.0200
"South Sudan",11193729,2020-10-03,2715,0.0200
"South Sudan",11193729,2020-10-04,2726,0.0200
"South Sudan",11193729,2020-10-05,2726,0.0200
"South Sudan",11193729,2020-10-06,2734,0.0200
"South Sudan",11193729,2020-10-07,2748,0.0200
"South Sudan",11193729,2020-10-08,2749,0.0200
"South Sudan",11193729,2020-10-09,2761,0.0200
"South Sudan",11193729,2020-10-10,2761,0.0200
"South Sudan",11193729,2020-10-11,2777,0.0200
"South Sudan",11193729,2020-10-12,2787,0.0200
"South Sudan",11193729,2020-10-13,2798,0.0200
"South Sudan",11193729,2020-10-14,2798,0.0200
Spain,46754783,2020-03-15,7798,0.0200
Spain,46754783,2020-03-16,9942,0.0200
"Sri Lanka",21413250,2020-09-13,3234,0.0200
"Sri Lanka",21413250,2020-09-14,3262,0.0200
"Sri Lanka",21413250,2020-09-15,3271,0.0200
"Sri Lanka",21413250,2020-09-16,3271,0.0200
"Sri Lanka",21413250,2020-09-17,3276,0.0200
"Sri Lanka",21413250,2020-09-18,3281,0.0200
"Sri Lanka",21413250,2020-09-19,3283,0.0200
"Sri Lanka",21413250,2020-09-20,3287,0.0200
"Sri Lanka",21413250,2020-09-21,3299,0.0200
"Sri Lanka",21413250,2020-09-22,3313,0.0200
"Sri Lanka",21413250,2020-09-23,3324,0.0200
"Sri Lanka",21413250,2020-09-24,3333,0.0200
"Sri Lanka",21413250,2020-09-25,3345,0.0200
"Sri Lanka",21413250,2020-09-26,3349,0.0200
"Sri Lanka",21413250,2020-09-27,3360,0.0200
"Sri Lanka",21413250,2020-09-28,3363,0.0200
"Sri Lanka",21413250,2020-09-29,3374,0.0200
"Sri Lanka",21413250,2020-09-30,3380,0.0200
"Sri Lanka",21413250,2020-10-01,3382,0.0200
"Sri Lanka",21413250,2020-10-02,3388,0.0200
"Sri Lanka",21413250,2020-10-03,3395,0.0200
"Sri Lanka",21413250,2020-10-04,3402,0.0200
"Sri Lanka",21413250,2020-10-05,3513,0.0200
"Sri Lanka",21413250,2020-10-06,4252,0.0200
"Sri Lanka",21413250,2020-10-07,4459,0.0200
"Sri Lanka",21413250,2020-10-08,4488,0.0200
"Sri Lanka",21413250,2020-10-09,4523,0.0200
"Sri Lanka",21413250,2020-10-10,4628,0.0200
"Sri Lanka",21413250,2020-10-11,4752,0.0200
"Sri Lanka",21413250,2020-10-12,4844,0.0200
"Sri Lanka",21413250,2020-10-13,5038,0.0200
"Sri Lanka",21413250,2020-10-14,5170,0.0200
"Sri Lanka",21413250,2020-10-15,5244,0.0200
Sudan,43849269,2020-06-11,6582,0.0200
Sudan,43849269,2020-06-12,6730,0.0200
Sudan,43849269,2020-06-13,6879,0.0200
Sudan,43849269,2020-06-14,7007,0.0200
Sudan,43849269,2020-06-15,7220,0.0200
Sudan,43849269,2020-06-16,7435,0.0200
Sudan,43849269,2020-06-17,7740,0.0200
Sudan,43849269,2020-06-18,8020,0.0200
Sudan,43849269,2020-06-19,8020,0.0200
Sudan,43849269,2020-06-20,8416,0.0200
Sudan,43849269,2020-06-21,8580,0.0200
Sudan,43849269,2020-06-22,8698,0.0200
Sudan,43849269,2020-06-23,8796,0.0200
Sudan,43849269,2020-06-24,8887,0.0200
Sudan,43849269,2020-06-25,8887,0.0200
Sudan,43849269,2020-06-26,8982,0.0200
Sudan,43849269,2020-06-27,9257,0.0200
Sudan,43849269,2020-06-28,9314,0.0200
Sudan,43849269,2020-06-29,9320,0.0200
Sudan,43849269,2020-06-30,9372,0.0200
Sudan,43849269,2020-07-01,9500,0.0200
Sudan,43849269,2020-07-02,9573,0.0200
Sudan,43849269,2020-07-03,9689,0.0200
Sudan,43849269,2020-07-04,9689,0.0200
Sudan,43849269,2020-07-05,9767,0.0200
Sudan,43849269,2020-07-06,9767,0.0200
Sudan,43849269,2020-07-07,9894,0.0200
Sudan,43849269,2020-07-08,9997,0.0200
Sudan,43849269,2020-07-09,10084,0.0200
Sudan,43849269,2020-07-10,10204,0.0200
Sudan,43849269,2020-07-11,10204,0.0200
Sudan,43849269,2020-07-12,10250,0.0200
Sudan,43849269,2020-07-13,10250,0.0200
Sudan,43849269,2020-07-14,10316,0.0200
Sudan,43849269,2020-07-15,10417,0.0200
Sudan,43849269,2020-07-16,10527,0.0200
Sudan,43849269,2020-07-17,10527,0.0200
Sudan,43849269,2020-07-18,10527,0.0200
Sudan,43849269,2020-07-19,10762,0.0200
Suriname,586634,2020-06-05,90,0.0200
Suriname,586634,2020-06-06,100,0.0200
Suriname,586634,2020-06-07,122,0.0200
Suriname,586634,2020-06-08,128,0.0200
Suriname,586634,2020-06-09,137,0.0200
Suriname,586634,2020-06-10,144,0.0200
Sweden,10099270,2020-03-19,1553,0.0200
Sweden,10099270,2020-03-20,1733,0.0200
Sweden,10099270,2020-03-21,1868,0.0200
Sweden,10099270,2020-03-22,1986,0.0200
Sweden,10099270,2020-03-23,2168,0.0200
Sweden,10099270,2020-03-24,2398,0.0200
Switzerland,8654618,2020-03-14,1359,0.0200
Syria,17500657,2020-08-29,2628,0.0200
Syria,17500657,2020-08-30,2703,0.0200
Syria,17500657,2020-08-31,2765,0.0200
Syria,17500657,2020-09-01,2830,0.0200
Syria,17500657,2020-09-02,2898,0.0200
Syria,17500657,2020-09-03,2973,0.0200
Syria,17500657,2020-09-04,3041,0.0200
Syria,17500657,2020-09-05,3104,0.0200
Syria,17500657,2020-09-06,3171,0.0200
Syria,17500657,2020-09-07,3229,0.0200
Syria,17500657,2020-09-08,3289,0.0200
Syria,17500657,2020-09-09,3351,0.0200
Syria,17500657,2020-09-10,3416,0.0200
Syria,17500657,2020-09-11,3476,0.0200
Syria,17500657,2020-09-12,3506,0.0200
Syria,17500657,2020-09-13,3540,0.0200
Syria,17500657,2020-09-14,3576,0.0200
Syria,17500657,2020-09-15,3614,0.0200
Syria,17500657,2020-09-16,3654,0.0200
Syria,17500657,2020-09-17,3691,0.0200
Syria,17500657,2020-09-18,3731,0.0200
Syria,17500657,2020-09-19,3765,0.0200
Syria,17500657,2020-09-20,3800,0.0200
Syria,17500657,2020-09-21,3833,0.0200
Syria,17500657,2020-09-22,3877,0.0200
Syria,17500657,2020-09-23,3924,0.0200
Syria,17500657,2020-09-24,3966,0.0200
Syria,17500657,2020-09-25,4001,0.0200
Syria,17500657,2020-09-26,4038,0.0200
Syria,17500657,2020-09-27,4072,0.0200
Syria,17500657,2020-09-28,4102,0.0200
Syria,17500657,2020-09-29,4148,0.0200
Syria,17500657,2020-09-30,4200,0.0200
Syria,17500657,2020-10-01,4247,0.0200
Syria,17500657,2020-10-02,4289,0.0200
Syria,17500657,2020-10-03,4329,0.0200
Syria,17500657,2020-10-04,4366,0.0200
Tajikistan,9537642,2020-05-17,1524,0.0200
Tajikistan,9537642,2020-05-18,1729,0.0200
Tajikistan,9537642,2020-05-19,1936,0.0200
Tajikistan,9537642,2020-05-20,2140,0.0200
Tajikistan,9537642,2020-05-21,2350,0.0200
"North Macedonia",2083380,2020-03-31,329,0.0200
"North Macedonia",2083380,2020-04-01,354,0.0200
"North Macedonia",2083380,2020-04-02,384,0.0200
"North Macedonia",2083380,2020-04-03,430,0.0200
"North Macedonia",2083380,2020-04-04,483,0.0200
Norway,5421242,2020-03-13,996,0.0200
Norway,5421242,2020-03-14,1090,0.0200
Norway,5421242,2020-03-15,1221,0.0200
Norway,5421242,2020-03-16,1333,0.0200
Oman,5106622,2020-04-14,813,0.0200
Oman,5106622,2020-04-15,910,0.0200
Oman,5106622,2020-04-16,1019,0.0200
Oman,5106622,2020-04-17,1069,0.0200
Oman,5106622,2020-04-18,1180,0.0200
Oman,5106622,2020-04-19,1266,0.0200
Pakistan,220892331,2020-05-11,34336,0.0200
Pakistan,220892331,2020-05-12,35298,0.0200
Pakistan,220892331,2020-05-13,35788,0.0200
Pakistan,220892331,2020-05-14,38799,0.0200
Pakistan,220892331,2020-05-15,38799,0.0200
Pakistan,220892331,2020-05-16,40151,0.0200
Pakistan,220892331,2020-05-17,42125,0.0200
Pakistan,220892331,2020-05-18,43966,0.0200
Pakistan,220892331,2020-05-19,45898,0.0200
Pakistan,220892331,2020-05-20,48091,0.0200
Pakistan,220892331,2020-05-21,50694,0.0200
Pakistan,220892331,2020-05-22,52437,0.0200
Pakistan,220892331,2020-05-23,54601,0.0200
Palestine,5101416,2020-06-20,784,0.0200
Palestine,5101416,2020-06-21,833,0.0200
Palestine,5101416,2020-06-22,1001,0.0200
Palestine,5101416,2020-06-23,1169,0.0200
Panama,4314768,2020-03-27,674,0.0200
Panama,4314768,2020-03-28,786,0.0200
Panama,4314768,2020-03-29,901,0.0200
Panama,4314768,2020-03-30,989,0.0200
"Papua New Guinea",8947027,2021-03-01,1365,0.0200
"Papua New Guinea",8947027,2021-03-02,1365,0.0200
"Papua New Guinea",8947027,2021-03-03,1365,0.0200
"Papua New Guinea",8947027,2021-03-04,1365,0.0200
"Papua New Guinea",8947027,2021-03-05,1492,0.0200
"Papua New Guinea",8947027,2021-03-06,1492,0.0200
"Papua New Guinea",8947027,2021-03-07,1583,0.0200
"Papua New Guinea",8947027,2021-03-08,1670,0.0200
"Papua New Guinea",8947027,2021-03-09,1741,0.0200
"Papua New Guinea",8947027,2021-03-10,1741,0.0200
"Papua New Guinea",8947027,2021-03-11,1819,0.0200
"Papua New Guinea",8947027,2021-03-12,1819,0.0200
"Papua New Guinea",8947027,2021-03-13,1819,0.0200
"Papua New Guinea",8947027,2021-03-14,2173,0.0200
Paraguay,7132530,2020-06-03,1070,0.0200
Paraguay,7132530,2020-06-04,1086,0.0200
Paraguay,7132530,2020-06-05,1087,0.0200
Paraguay,7132530,2020-06-06,1090,0.0200
Paraguay,7132530,2020-06-07,1135,0.0200
Paraguay,7132530,2020-06-08,1145,0.0200
Paraguay,7132530,2020-06-09,1187,0.0200
Paraguay,7132530,2020-06-10,1202,0.0200
Paraguay,7132530,2020-06-11,1230,0.0200
Paraguay,7132530,2020-06-12,1254,0.0200
Paraguay,7132530,2020-06-13,1261,0.0200
Paraguay,7132530,2020-06-14,1289,0.0200
Paraguay,7132530,2020-06-15,1296,0.0200
Paraguay,7132530,2020-06-16,1303,0.0200
Paraguay,7132530,2020-06-17,1308,0.0200
Paraguay,7132530,2020-06-18,1330,0.0200
Paraguay,7132530,2020-06-19,1336,0.0200
Paraguay,7132530,2020-06-20,1362,0.0200
Paraguay,7132530,2020-06-21,1379,0.0200
Paraguay,7132530,2020-06-22,1392,0.0200
Paraguay,7132530,2020-06-23,1422,0.0200
Paraguay,7132530,2020-06-24,1528,0.0200
Paraguay,7132530,2020-06-25,1569,0.0200
Paraguay,7132530,2020-06-26,1711,0.0200
Yemen,29825968,2021-04-01,4531,0.0200
Yemen,29825968,2021-04-02,4620,0.0200
Yemen,29825968,2021-04-03,4697,0.0200
Yemen,29825968,2021-04-04,4798,0.0200
Yemen,29825968,2021-04-05,4881,0.0200
Yemen,29825968,2021-04-06,4975,0.0200
Yemen,29825968,2021-04-07,5047,0.0200
Yemen,29825968,2021-04-08,5133,0.0200
Yemen,29825968,2021-04-09,5233,0.0200
Yemen,29825968,2021-04-10,5276,0.0200
Yemen,29825968,2021-04-11,5357,0.0200
Yemen,29825968,2021-04-12,5446,0.0200
Yemen,29825968,2021-04-13,5507,0.0200
Yemen,29825968,2021-04-14,5582,0.0200
Yemen,29825968,2021-04-15,5657,0.0200
Yemen,29825968,2021-04-16,5715,0.0200
Yemen,29825968,2021-04-17,5770,0.0200
Yemen,29825968,2021-04-18,5812,0.0200
Yemen,29825968,2021-04-19,5858,0.0200
Yemen,29825968,2021-04-20,5918,0.0200
Yemen,29825968,2021-04-21,5960,0.0200
Yemen,29825968,2021-04-22,6020,0.0200
Yemen,29825968,2021-04-23,6056,0.0200
Yemen,29825968,2021-04-24,6105,0.0200
Yemen,29825968,2021-04-25,6137,0.0200
Yemen,29825968,2021-04-26,6183,0.0200
Yemen,29825968,2021-04-27,6220,0.0200
Yemen,29825968,2021-04-28,6263,0.0200
Yemen,29825968,2021-04-29,6294,0.0200
Yemen,29825968,2021-04-30,6317,0.0200
Zambia,18383956,2020-07-17,2810,0.0200
Zambia,18383956,2020-07-18,2980,0.0200
Zambia,18383956,2020-07-19,2980,0.0200
Zambia,18383956,2020-07-20,3326,0.0200
Zambia,18383956,2020-07-21,3386,0.0200
Zambia,18383956,2020-07-22,3583,0.0200
Zambia,18383956,2020-07-23,3789,0.0200
Zambia,18383956,2020-07-24,3856,0.0200
Zambia,18383956,2020-07-25,4328,0.0200
Zambia,18383956,2020-07-26,4481,0.0200
Zambia,18383956,2020-07-27,4552,0.0200
Zimbabwe,14862927,2020-07-24,2296,0.0200
Zimbabwe,14862927,2020-07-25,2434,0.0200
Zimbabwe,14862927,2020-07-26,2512,0.0200
Zimbabwe,14862927,2020-07-27,2704,0.0200
Zimbabwe,14862927,2020-07-28,2817,0.0200
Zimbabwe,14862927,2020-07-29,2879,0.0200
Zimbabwe,14862927,2020-07-30,3092,0.0200
Zimbabwe,14862927,2020-07-31,3169,0.0200
Zimbabwe,14862927,2020-08-01,3659,0.0200
Thailand,69799978,2021-01-10,10547,0.0200
Thailand,69799978,2021-01-11,10834,0.0200
Thailand,69799978,2021-01-12,10991,0.0200
Thailand,69799978,2021-01-13,10991,0.0200
Thailand,69799978,2021-01-14,11450,0.0200
Thailand,69799978,2021-01-15,11680,0.0200
Thailand,69799978,2021-01-16,12054,0.0200
Thailand,69799978,2021-01-17,12423,0.0200
Thailand,69799978,2021-01-18,12594,0.0200
Thailand,69799978,2021-01-19,12653,0.0200
Thailand,69799978,2021-01-20,12795,0.0200
Thailand,69799978,2021-01-21,12795,0.0200
Thailand,69799978,2021-01-22,13104,0.0200
Thailand,69799978,2021-01-23,13302,0.0200
Thailand,69799978,2021-01-24,13500,0.0200
Thailand,69799978,2021-01-25,14646,0.0200
Thailand,69799978,2021-01-26,14646,0.0200
Thailand,69799978,2021-01-27,15465,0.0200
Thailand,69799978,2021-01-28,16221,0.0200
Timor,1318442,2021-03-15,203,0.0200
Timor,1318442,2021-03-16,208,0.0200
Timor,1318442,2021-03-17,216,0.0200
Timor,1318442,2021-03-18,229,0.0200
Timor,1318442,2021-03-19,252,0.0200
Timor,1318442,2021-03-20,271,0.0200
Timor,1318442,2021-03-21,326,0.0200
Togo,8278737,2020-08-22,1275,0.0200
Togo,8278737,2020-08-23,1277,0.0200
Togo,8278737,2020-08-24,1295,0.0200
Togo,8278737,2020-08-25,1309,0.0200
Togo,8278737,2020-08-26,1326,0.0200
Togo,8278737,2020-08-27,1326,0.0200
Togo,8278737,2020-08-28,1365,0.0200
Togo,8278737,2020-08-29,1390,0.0200
Togo,8278737,2020-08-30,1396,0.0200
Togo,8278737,2020-08-31,1400,0.0200
Togo,8278737,2020-09-01,1416,0.0200
Togo,8278737,2020-09-02,1434,0.0200
Togo,8278737,2020-09-03,1443,0.0200
Togo,8278737,2020-09-04,1457,0.0200
Togo,8278737,2020-09-05,1477,0.0200
Togo,8278737,2020-09-06,1488,0.0200
Togo,8278737,2020-09-07,1493,0.0200
Togo,8278737,2020-09-08,1513,0.0200
Togo,8278737,2020-09-09,1528,0.0200
Togo,8278737,2020-09-10,1537,0.0200
Togo,8278737,2020-09-11,1548,0.0200
Togo,8278737,2020-09-12,1555,0.0200
Togo,8278737,2020-09-13,1572,0.0200
Togo,8278737,2020-09-14,1578,0.0200
Togo,8278737,2020-09-15,1595,0.0200
Togo,8278737,2020-09-16,1608,0.0200
Togo,8278737,2020-09-17,1618,0.0200
Togo,8278737,2020-09-18,1640,0.0200
Togo,8278737,2020-09-19,1659,0.0200
Togo,8278737,2020-09-20,1666,0.0200
Togo,8278737,2020-09-21,1669,0.0200
Togo,8278737,2020-09-22,1683,0.0200
Togo,8278737,2020-09-23,1701,0.0200
Togo,8278737,2020-09-24,1707,0.0200
Togo,8278737,2020-09-25,1722,0.0200
Togo,8278737,2020-09-26,1736,0.0200
Togo,8278737,2020-09-27,1743,0.0200
Togo,8278737,2020-09-28,1749,0.0200
Togo,8278737,2020-09-29,1759,0.0200
Togo,8278737,2020-09-30,1784,0.0200
Togo,8278737,2020-10-01,1809,0.0200
Togo,8278737,2020-10-02,1818,0.0200
Togo,8278737,2020-10-03,1840,0.0200
Togo,8278737,2020-10-04,1854,0.0200
Togo,8278737,2020-10-05,1864,0.0200
Togo,8278737,2020-10-06,1881,0.0200
Togo,8278737,2020-10-07,1898,0.0200
Togo,8278737,2020-10-08,1907,0.0200
Togo,8278737,2020-10-09,1921,0.0200
Togo,8278737,2020-10-10,1935,0.0200
Togo,8278737,2020-10-11,1940,0.0200
Togo,8278737,2020-10-12,1949,0.0200
Togo,8278737,2020-10-13,1972,0.0200
Togo,8278737,2020-10-14,1983,0.0200
Togo,8278737,2020-10-15,1996,0.0200
Togo,8278737,2020-10-16,2027,0.0200
Togo,8278737,2020-10-17,2049,0.0200
Togo,8278737,2020-10-18,2057,0.0200
"Trinidad and Tobago",1399491,2020-08-06,210,0.0200
"Trinidad and Tobago",1399491,2020-08-07,225,0.0200
"Trinidad and Tobago",1399491,2020-08-08,275,0.0200
"Trinidad and Tobago",1399491,2020-08-09,279,0.0200
"Trinidad and Tobago",1399491,2020-08-10,281,0.0200
"Trinidad and Tobago",1399491,2020-08-11,300,0.0200
"Trinidad and Tobago",1399491,2020-08-12,326,0.0200
Tunisia,11818618,2020-08-12,1780,0.0200
Tunisia,11818618,2020-08-13,1847,0.0200
Tunisia,11818618,2020-08-14,1903,0.0200
Tunisia,11818618,2020-08-15,2023,0.0200
Tunisia,11818618,2020-08-16,2107,0.0200
Tunisia,11818618,2020-08-17,2185,0.0200
Tunisia,11818618,2020-08-18,2314,0.0200
Tunisia,11818618,2020-08-19,2427,0.0200
Tunisia,11818618,2020-08-20,2543,0.0200
Tunisia,11818618,2020-08-21,2607,0.0200
Tunisia,11818618,2020-08-22,2738,0.0200
Tunisia,11818618,2020-08-23,2818,0.0200
Tunisia,11818618,2020-08-24,2893,0.0200
Turkey,84339067,2020-03-31,13531,0.0200
Turkey,84339067,2020-04-01,15679,0.0200
Turkey,84339067,2020-04-02,18135,0.0200
Turkey,84339067,2020-04-03,20921,0.0200
Uganda,45741000,2020-09-23,6879,0.0200
Uganda,45741000,2020-09-24,7064,0.0200
Uganda,45741000,2020-09-25,7218,0.0200
Uganda,45741000,2020-09-26,7364,0.0200
Uganda,45741000,2020-09-27,7530,0.0200
Uganda,45741000,2020-09-28,7777,0.0200
Uganda,45741000,2020-09-29,8017,0.0200
Uganda,45741000,2020-09-30,8129,0.0200
Uganda,45741000,2020-10-01,8287,0.0200
Uganda,45741000,2020-10-02,8491,0.0200
Uganda,45741000,2020-10-03,8662,0.0200
Uganda,45741000,2020-10-04,8808,0.0200
Uganda,45741000,2020-10-05,8965,0.0200
Uganda,45741000,2020-10-06,9082,0.0200
Uganda,45741000,2020-10-07,9260,0.0200
Uganda,45741000,2020-10-08,9442,0.0200
Uganda,45741000,2020-10-09,9538,0.0200
Uganda,45741000,2020-10-10,9701,0.0200
Uganda,45741000,2020-10-11,9801,0.0200
Uganda,45741000,2020-10-12,9864,0.0200
Uganda,45741000,2020-10-13,9945,0.0200
Uganda,45741000,2020-10-14,10069,0.0200
Uganda,45741000,2020-10-15,10117,0.0200
Uganda,45741000,2020-10-16,10334,0.0200
Uganda,45741000,2020-10-17,10455,0.0200
Uganda,45741000,2020-10-18,10590,0.0200
Uganda,45741000,2020-10-19,10691,0.0200
Uganda,45741000,2020-10-20,10788,0.0200
Uganda,45741000,2020-10-21,10933,0.0200
Uganda,45741000,2020-10-22,11041,0.0200
Uganda,45741000,2020-10-23,11163,0.0200
Uganda,45741000,2020-10-24,11297,0.0200
Czechia,10708982,2020-03-25,1654,0.0200
Czechia,10708982,2020-03-26,1925,0.0200
Czechia,10708982,2020-03-27,2279,0.0200
Czechia,10708982,2020-03-28,2631,0.0200
"Democratic Republic of Congo",89561404,2020-12-06,13527,0.0200
"Democratic Republic of Congo",89561404,2020-12-07,13595,0.0200
"Democratic Republic of Congo",89561404,2020-12-08,13750,0.0200
"Democratic Republic of Congo",89561404,2020-12-09,13843,0.0200
"Democratic Republic of Congo",89561404,2020-12-10,13997,0.0200
"Democratic Republic of Congo",89561404,2020-12-11,14169,0.0200
"Democratic Republic of Congo",89561404,2020-12-12,14342,0.0200
"Democratic Republic of Congo",89561404,2020-12-13,14461,0.0200
"Democratic Republic of Congo",89561404,2020-12-14,14513,0.0200
"Democratic Republic of Congo",89561404,2020-12-15,14597,0.0200
"Democratic Republic of Congo",89561404,2020-12-16,14930,0.0200
"Democratic Republic of Congo",89561404,2020-12-17,15089,0.0200
"Democratic Republic of Congo",89561404,2020-12-18,15089,0.0200
"Democratic Republic of Congo",89561404,2020-12-19,15397,0.0200
"Democratic Republic of Congo",89561404,2020-12-20,15495,0.0200
"Democratic Republic of Congo",89561404,2020-12-21,15669,0.0200
"Democratic Republic of Congo",89561404,2020-12-22,15810,0.0200
"Democratic Republic of Congo",89561404,2020-12-23,16039,0.0200
"Democratic Republic of Congo",89561404,2020-12-24,16282,0.0200
"Democratic Republic of Congo",89561404,2020-12-25,16472,0.0200
"Democratic Republic of Congo",89561404,2020-12-26,16763,0.0200
"Democratic Republic of Congo",89561404,2020-12-27,16839,0.0200
"Democratic Republic of Congo",89561404,2020-12-28,16917,0.0200
"Democratic Republic of Congo",89561404,2020-12-29,17182,0.0200
"Democratic Republic of Congo",89561404,2020-12-30,17376,0.0200
"Democratic Republic of Congo",89561404,2020-12-31,17658,0.0200
"Democratic Republic of Congo",89561404,2021-01-01,17849,0.0200
"Democratic Republic of Congo",89561404,2021-01-02,17998,0.0200
"Democratic Republic of Congo",89561404,2021-01-03,18102,0.0200
"Democratic Republic of Congo",89561404,2021-01-04,18153,0.0200
"Democratic Republic of Congo",89561404,2021-01-05,18248,0.0200
"Democratic Republic of Congo",89561404,2021-01-06,18487,0.0200
"Democratic Republic of Congo",89561404,2021-01-07,18738,0.0200
"Democratic Republic of Congo",89561404,2021-01-08,18969,0.0200
"Democratic Republic of Congo",89561404,2021-01-09,19159,0.0200
"Democratic Republic of Congo",89561404,2021-01-10,19436,0.0200
"Democratic Republic of Congo",89561404,2021-01-11,19496,0.0200
"Democratic Republic of Congo",89561404,2021-01-12,19707,0.0200
"Democratic Republic of Congo",89561404,2021-01-13,20003,0.0200
"Democratic Republic of Congo",89561404,2021-01-14,20479,0.0200
"Democratic Republic of Congo",89561404,2021-01-15,20556,0.0200
"Democratic Republic of Congo",89561404,2021-01-16,20693,0.0200
"Democratic Republic of Congo",89561404,2021-01-17,20908,0.0200
"Democratic Republic of Congo",89561404,2021-01-18,21060,0.0200
"Democratic Republic of Congo",89561404,2021-01-19,21140,0.0200
"Democratic Republic of Congo",89561404,2021-01-20,21302,0.0200
"Democratic Republic of Congo",89561404,2021-01-21,21398,0.0200
"Democratic Republic of Congo",89561404,2021-01-22,21597,0.0200
"Democratic Republic of Congo",89561404,2021-01-23,21713,0.0200
"Democratic Republic of Congo",89561404,2021-01-24,21869,0.0200
"Democratic Republic of Congo",89561404,2021-01-25,21954,0.0200
"Democratic Republic of Congo",89561404,2021-01-26,22048,0.0200
"Democratic Republic of Congo",89561404,2021-01-27,22178,0.0200
"Democratic Republic of Congo",89561404,2021-01-28,22322,0.0200
Denmark,5792203,2020-03-15,875,0.0200
Denmark,5792203,2020-03-16,933,0.0200
Denmark,5792203,2020-03-17,1025,0.0200
Denmark,5792203,2020-03-18,1116,0.0200
Denmark,5792203,2020-03-19,1225,0.0200
Denmark,5792203,2020-03-20,1337,0.0200
Denmark,5792203,2020-03-21,1420,0.0200
Djibouti,988002,2020-04-10,150,0.0200
Djibouti,988002,2020-04-11,187,0.0200
Djibouti,988002,2020-04-12,214,0.0200
Dominica,71991,2020-03-26,11,0.0200
Dominica,71991,2020-03-27,11,0.0200
Dominica,71991,2020-03-28,11,0.0200
Dominica,71991,2020-03-29,11,0.0200
Dominica,71991,2020-03-30,11,0.0200
Dominica,71991,2020-03-31,12,0.0200
Dominica,71991,2020-04-01,12,0.0200
Dominica,71991,2020-04-02,12,0.0200
Dominica,71991,2020-04-03,12,0.0200
Dominica,71991,2020-04-04,14,0.0200
Dominica,71991,2020-04-05,14,0.0200
Dominica,71991,2020-04-06,15,0.0200
Dominica,71991,2020-04-07,15,0.0200
Dominica,71991,2020-04-08,15,0.0200
Dominica,71991,2020-04-09,15,0.0200
Dominica,71991,2020-04-10,16,0.0200
Dominica,71991,2020-04-11,16,0.0200
Dominica,71991,2020-04-12,16,0.0200
Dominica,71991,2020-04-13,16,0.0200
Dominica,71991,2020-04-14,16,0.0200
Dominica,71991,2020-04-15,16,0.0200
Dominica,71991,2020-04-16,16,0.0200
Dominica,71991,2020-04-17,16,0.0200
Dominica,71991,2020-04-18,16,0.0200
Dominica,71991,2020-04-19,16,0.0200
Dominica,71991,2020-04-20,16,0.0200
Dominica,71991,2020-04-21,16,0.0200
Dominica,71991,2020-04-22,16,0.0200
Dominica,71991,2020-04-23,16,0.0200
Dominica,71991,2020-04-24,16,0.0200
Dominica,71991,2020-04-25,16,0.0200
Dominica,71991,2020-04-26,16,0.0200
Dominica,71991,2020-04-27,16,0.0200
Dominica,71991,2020-04-28,16,0.0200
Dominica,71991,2020-04-29,16,0.0200
Dominica,71991,2020-04-30,16,0.0200
Dominica,71991,2020-05-01,16,0.0200
Dominica,71991,2020-05-02,16,0.0200
Dominica,71991,2020-05-03,16,0.0200
Dominica,71991,2020-05-04,16,0.0200
Dominica,71991,2020-05-05,16,0.0200
Dominica,71991,2020-05-06,16,0.0200
Dominica,71991,2020-05-07,16,0.0200
Dominica,71991,2020-05-08,16,0.0200
Dominica,71991,2020-05-09,16,0.0200
Dominica,71991,2020-05-10,16,0.0200
Dominica,71991,2020-05-11,16,0.0200
Dominica,71991,2020-05-12,16,0.0200
Dominica,71991,2020-05-13,16,0.0200
Dominica,71991,2020-05-14,16,0.0200
Dominica,71991,2020-05-15,16,0.0200
Dominica,71991,2020-05-16,16,0.0200
Dominica,71991,2020-05-17,16,0.0200
Dominica,71991,2020-05-18,16,0.0200
Dominica,71991,2020-05-19,16,0.0200
Dominica,71991,2020-05-20,16,0.0200
Dominica,71991,2020-05-21,16,0.0200
Dominica,71991,2020-05-22,16,0.0200
Dominica,71991,2020-05-23,16,0.0200
Dominica,71991,2020-05-24,16,0.0200
Dominica,71991,2020-05-25,16,0.0200
Dominica,71991,2020-05-26,16,0.0200
Dominica,71991,2020-05-27,16,0.0200
Dominica,71991,2020-05-28,16,0.0200
